2017-05-18 22:59:35,2017-05-18 22:59:35,47.44883,-120.26267,89,132,7668.16,"Ti=91/Te=37/P= 38297/V=7927"
2017-05-18 22:59:50,2017-05-18 22:59:50,47.44667,-120.25883,94,131,7705.34,"Ti=91/Te=38/P= 38104/V=7927"
2017-05-18 23:00:05,2017-05-18 23:00:05,47.44450,-120.25483,89,129,7744.36,"Ti=91/Te=37/P= 37899/V=7927"
2017-05-18 23:00:20,2017-05-18 23:00:20,47.44233,-120.25083,93,127,7785.51,"Ti=91/Te=36/P= 37697/V=7927"
2017-05-18 23:00:35,2017-05-18 23:00:35,47.44000,-120.24700,98,134,7829.09,"Ti=91/Te=36/P= 37472/V=7927"
2017-05-18 23:00:50,2017-05-18 23:00:50,47.43767,-120.24300,96,126,7872.98,"Ti=91/Te=36/P= 37224/V=7927"
2017-05-18 23:01:05,2017-05-18 23:01:05,47.43533,-120.23900,93,132,7916.88,"Ti=91/Te=36/P= 37012/V=7927"
2017-05-18 23:01:20,2017-05-18 23:01:20,47.43300,-120.23500,93,129,7960.46,"Ti=91/Te=35/P= 36778/V=7927"
2017-05-18 23:01:50,2017-05-18 23:01:50,47.42817,-120.22717,100,130,8047.02,"Ti=91/Te=35/P= 36324/V=7927"
2017-05-18 23:02:05,2017-05-18 23:02:05,47.42567,-120.22300,96,132,8093.05,"Ti=91/Te=35/P= 36113/V=7927"
2017-05-18 23:02:20,2017-05-18 23:02:20,47.42333,-120.21917,98,134,8138.46,"Ti=91/Te=35/P= 35875/V=7927"
2017-05-18 23:02:35,2017-05-18 23:02:35,47.42083,-120.21517,93,133,8189.06,"Ti=91/Te=34/P= 35626/V=7927"
2017-05-18 23:02:50,2017-05-18 23:02:50,47.41817,-120.21150,104,135,8243.62,"Ti=91/Te=33/P= 35366/V=7927"
2017-05-18 23:03:05,2017-05-18 23:03:05,47.41550,-120.20733,102,132,8296.96,"Ti=91/Te=33/P= 35086/V=7927"
2017-05-18 23:03:20,2017-05-18 23:03:20,47.41283,-120.20350,98,139,8349.69,"Ti=90/Te=33/P= 34821/V=7927"
2017-05-18 23:03:35,2017-05-18 23:03:35,47.41000,-120.19967,98,138,8400.59,"Ti=90/Te=32/P= 34555/V=7927"
2017-05-18 23:03:50,2017-05-18 23:03:50,47.40717,-120.19583,104,138,8449.36,"Ti=90/Te=33/P= 34314/V=7927"
2017-05-18 23:04:05,2017-05-18 23:04:05,47.40433,-120.19183,107,136,8496.60,"Ti=90/Te=33/P= 34070/V=7927"
2017-05-18 23:04:20,2017-05-18 23:04:20,47.40133,-120.18783,107,137,8548.12,"Ti=90/Te=32/P= 33837/V=7927"
2017-05-18 23:04:35,2017-05-18 23:04:35,47.39833,-120.18383,106,140,8598.10,"Ti=90/Te=32/P= 33567/V=7927"
2017-05-18 23:04:50,2017-05-18 23:04:50,47.39517,-120.18000,113,139,8653.27,"Ti=90/Te=32/P= 33336/V=7927"
2017-05-18 23:05:05,2017-05-18 23:05:05,47.39200,-120.17617,113,141,8704.48,"Ti=90/Te=32/P= 33071/V=7927"
2017-05-18 23:05:20,2017-05-18 23:05:20,47.38867,-120.17250,113,142,8749.28,"Ti=90/Te=30/P= 32846/V=7927"
2017-05-18 23:05:35,2017-05-18 23:05:35,47.38517,-120.16883,117,148,8798.36,"Ti=90/Te=30/P= 32640/V=7927"
2017-05-18 23:05:50,2017-05-18 23:05:50,47.38150,-120.16500,117,146,8843.47,"Ti=90/Te=30/P= 32389/V=7927"
2017-05-18 23:06:05,2017-05-18 23:06:05,47.37783,-120.16133,119,148,8884.31,"Ti=90/Te=30/P= 32198/V=7927"
2017-05-18 23:06:20,2017-05-18 23:06:20,47.37400,-120.15767,120,147,8923.63,"Ti=90/Te=30/P= 31999/V=7907"
2017-05-18 23:06:35,2017-05-18 23:06:35,47.37000,-120.15400,122,148,8963.25,"Ti=90/Te=30/P= 31813/V=7927"
2017-05-18 23:06:50,2017-05-18 23:06:50,47.36600,-120.15033,128,150,9002.57,"Ti=90/Te=30/P= 31645/V=7907"
2017-05-18 23:07:05,2017-05-18 23:07:05,47.36167,-120.14650,137,147,9049.82,"Ti=89/Te=28/P= 31445/V=7907"
2017-05-18 23:07:20,2017-05-18 23:07:20,47.35700,-120.14250,150,150,9106.20,"Ti=89/Te=29/P= 31186/V=7927"
2017-05-18 23:07:35,2017-05-18 23:07:35,47.35217,-120.13833,154,153,9158.33,"Ti=89/Te=27/P= 30973/V=7927"
2017-05-18 23:07:50,2017-05-18 23:07:50,47.34717,-120.13400,157,151,9224.16,"Ti=89/Te=26/P= 30685/V=7927"
2017-05-18 23:08:05,2017-05-18 23:08:05,47.34183,-120.13017,161,153,9287.56,"Ti=89/Te=26/P= 30381/V=7927"
2017-05-18 23:08:20,2017-05-18 23:08:20,47.33617,-120.12567,167,150,9349.44,"Ti=89/Te=26/P= 30112/V=7927"
2017-05-18 23:08:35,2017-05-18 23:08:35,47.33067,-120.12100,178,153,9399.73,"Ti=89/Te=26/P= 29863/V=7927"
2017-05-18 23:08:50,2017-05-18 23:08:50,47.32483,-120.11650,181,154,9447.89,"Ti=89/Te=26/P= 29674/V=7927"
2017-05-18 23:09:05,2017-05-18 23:09:05,47.31883,-120.11200,181,153,9495.74,"Ti=89/Te=26/P= 29445/V=7907"
2017-05-18 23:09:20,2017-05-18 23:09:20,47.31250,-120.10717,183,151,9547.56,"Ti=89/Te=25/P= 29250/V=7907"
2017-05-18 23:09:35,2017-05-18 23:09:35,47.30650,-120.10250,193,153,9600.29,"Ti=89/Te=25/P= 29017/V=7907"
2017-05-18 23:09:50,2017-05-18 23:09:50,47.30017,-120.09750,196,153,9645.40,"Ti=88/Te=25/P= 28804/V=7907"
2017-05-18 23:10:05,2017-05-18 23:10:05,47.29367,-120.09250,200,150,9691.73,"Ti=88/Te=24/P= 28608/V=7907"
2017-05-18 23:10:20,2017-05-18 23:10:20,47.28717,-120.08700,196,151,9735.01,"Ti=88/Te=25/P= 28398/V=7907"
2017-05-18 23:10:35,2017-05-18 23:10:35,47.28067,-120.08150,202,150,9774.94,"Ti=88/Te=25/P= 28231/V=7907"
2017-05-18 23:10:50,2017-05-18 23:10:50,47.27417,-120.07600,198,148,9816.39,"Ti=88/Te=25/P= 28067/V=7907"
